Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,7/7/21,#94eb2dd4,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.23,-$14.99,$0.00,$2.52,,,$25.76,
Delivery,7/7/21,#ce703882,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/7/21,#980415767311056,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.99,-$7.10,$0.00,$1.16,,,$12.05,
Delivery,7/7/21,#DCA70,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.00,-$9.20,$0.00,$0.00,,,$13.80,
Delivery,7/7/21,#6fe5ba27,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.98,-$9.19,$0.00,$1.78,,,$15.57,
Delivery,7/7/21,#89772559,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$2.24,,,$19.58,
Delivery,7/7/21,#687ED,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,,,$10.79,
Delivery,7/7/21,#59635d45,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,7/7/21,#C0675,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.94,-$10.78,$0.00,$0.00,,,$16.16,
Delivery,7/7/21,#d2cbae78,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/7/21,#20390f06,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/7/21,#ecbc685f,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$64.47,-$25.49,$0.00,$4.38,,,$43.36,
Delivery,7/7/21,#ca6b1aae,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$24.97,-$9.99,$0.00,$1.94,,,$16.92,
Delivery,7/7/21,#d8adc235,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.97,-$11.99,$0.00,$2.32,,,$20.30,
Delivery,7/7/21,#451115751909381,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$23.95,-$1.39,-$20.47,$1.62,,,$3.71,
Delivery,7/7/21,#538fd7c2,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$1.39,,,$12.18,
Delivery,7/7/21,#E146A,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.98,-$9.19,$0.00,$0.00,,,$13.79,
Delivery,7/6/21,#f3274f2c,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.00,-$9.20,$0.00,$1.78,,,$15.58,
Delivery,7/6/21,#59F4B,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.45,-$6.58,$0.00,$0.00,,,$9.87,
Delivery,7/6/21,#1FEB4,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.99,-$7.60,$0.00,$0.00,,,$11.39,
Delivery,7/6/21,#6EA93,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.00,-$11.20,$0.00,$0.00,,,$16.80,
Delivery,7/6/21,#d61d5891,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$1.24,,,$10.81,
Delivery,7/6/21,#398415752786463,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.99,-$7.10,$0.00,$1.16,,,$12.05,
Delivery,7/6/21,#CCC38,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$77.43,-$30.97,$0.00,$0.00,,,$46.46,
Delivery,7/6/21,#a87b273e,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.95,-$20.48,$0.00,$3.42,,,$34.89,
Delivery,7/6/21,#6c92f7ab,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,7/6/21,#e99ef0e2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,7/6/21,#bc3a3630,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/6/21,#93F0F,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.97,-$11.99,$0.00,$0.00,,,$17.98,
Delivery,7/6/21,#252515746189068,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.98,-$7.10,$0.00,$1.16,,,$12.04,
Delivery,7/6/21,#dd27ba87,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.49,-$5.00,$0.00,$0.97,,,$8.46,
Delivery,7/5/21,#9f512145,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$1.24,,,$10.83,
Delivery,7/5/21,#427509df,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/5/21,#08B58,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.00,-$12.40,$0.00,$0.00,,,$18.60,
Delivery,7/5/21,#136406a8,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$1.01,,,$8.81,
Delivery,7/5/21,#15a3c5eb,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/5/21,#12c1b4e5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.95,-$7.18,$0.00,$1.39,,,$12.16,
Delivery,7/5/21,#1c45eb50,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.00,-$11.60,$0.00,$2.25,,,$19.65,
Delivery,7/5/21,#278215747601122,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.95,-$5.43,$0.00,$0.69,,,$9.21,
Delivery,7/5/21,#F216F,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.99,-$14.40,$0.00,$0.00,,,$21.59,
Delivery,7/5/21,#f94808b9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.99,-$11.20,$0.00,$2.17,,,$18.96,
Delivery,7/5/21,#555afd0c,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/5/21,#170039d0,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.98,-$11.59,$0.00,$2.25,,,$19.64,
Delivery,7/5/21,#20298,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.97,-$12.39,$0.00,$0.00,,,$18.58,
Delivery,7/5/21,#ab192e1e,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,7/5/21,#d797fcb7,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/5/21,#05613,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.97,-$16.79,$0.00,$0.00,,,$25.18,
Delivery,7/5/21,#66aea072,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.09,$0.00,$2.04,,,$20.92,
Delivery,7/5/21,#8587c1a0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,7/5/21,#c005ee5c,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$2.16,,,$18.90,
Delivery,7/4/21,#8cdfe470,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.46,-$20.28,$0.00,$3.39,,,$34.57,
Delivery,7/4/21,#e02a6263,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,7/4/21,#60b2535b,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$1.01,,,$8.81,
Delivery,7/4/21,#9aed74b1,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$2.16,,,$18.90,
Delivery,7/4/21,#c2a729ac,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.45,-$8.98,$0.00,$1.74,,,$15.21,
Delivery,7/4/21,#b2e3873e,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.45,-$5.80,-$1.95,$1.27,,,$9.97,
Delivery,7/4/21,#B5C02,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.00,-$10.00,$0.00,$0.00,,,$15.00,
Delivery,7/4/21,#F1B95,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$73.96,-$29.58,$0.00,$0.00,,,$44.38,
Delivery,7/4/21,#2c65e802,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.99,-$12.89,$0.00,$2.17,,,$22.27,
Delivery,7/4/21,#61E00,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$8.19,$0.00,$0.00,,,$12.29,
Delivery,7/4/21,#3aa8f93f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.95,-$20.48,$0.00,$3.42,,,$34.89,
Delivery,7/4/21,#91ba0e50,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.45,-$7.38,$0.00,$1.43,,,$12.50,
Delivery,7/4/21,#45f81827,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.95,-$7.18,$0.00,$1.39,,,$12.16,
Delivery,7/4/21,#44705ebe,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.97,-$11.59,$0.00,$2.25,,,$19.63,
Delivery,7/4/21,#20221c04,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.49,-$7.80,$0.00,$1.51,,,$13.20,
Delivery,7/4/21,#80D21,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.95,-$5.58,$0.00,$0.00,,,$8.37,
Delivery,7/4/21,#0e29c747,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$53.97,-$21.29,$0.00,$3.56,,,$36.24,
Delivery,7/4/21,#05d5521c,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,7/4/21,#ef05ba63,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.23,-$13.00,$0.00,$2.19,,,$22.42,
Delivery,7/4/21,#8a8097f4,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.00,-$7.20,$0.00,$1.40,,,$12.20,
Delivery,7/4/21,#772c96ff,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$48.97,-$19.29,$0.00,$3.23,,,$32.91,
Delivery,7/3/21,#ed63ab1d,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.40,$0.00,$1.63,,,$14.22,
Delivery,7/3/21,#560d944b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,7/3/21,#14251e7b,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.95,-$8.38,$0.00,$1.62,,,$14.19,
Delivery,7/3/21,#121d7442,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,7/3/21,#02EB0,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.95,-$9.58,$0.00,$0.00,,,$14.37,
Delivery,7/3/21,#42397,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.97,-$12.79,$0.00,$0.00,,,$19.18,
Delivery,7/3/21,#C4EF1,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,,,$10.79,
Delivery,7/3/21,#937CF,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$45.97,-$18.39,$0.00,$0.00,,,$27.58,
Delivery,7/3/21,#58cd7d17,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.89,-$12.45,$0.00,$2.10,,,$21.54,
Delivery,7/3/21,#5cf6d8d0,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.96,-$13.28,$0.00,$2.24,,,$22.92,
Delivery,7/3/21,#530e78b3,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.97,-$15.29,$0.00,$2.57,,,$26.25,
Delivery,7/3/21,#163f48af,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.00,-$8.44,$0.00,$2.70,,,$35.27,
Delivery,7/3/21,#511815724809877,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$26.48,-$10.44,$0.00,$1.66,,,$17.70,
Delivery,7/3/21,#6067f798,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$1.55,,,$13.54,
Delivery,7/3/21,#a5fe50c6,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$53.97,-$21.29,$0.00,$3.56,,,$36.24,
Delivery,7/3/21,#49a66e57,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,7/3/21,#8248a075,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,7/3/21,#20ACD,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.99,-$11.60,$0.00,$0.00,,,$17.39,
Delivery,7/3/21,#6B0E6,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$59.99,-$24.00,$0.00,$0.00,,,$35.99,
Delivery,7/3/21,#DF070,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$21.48,-$8.59,$0.00,$0.00,,,$12.89,
Delivery,7/3/21,#286E9,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$6.20,$0.00,$0.00,,,$9.29,
Delivery,7/3/21,#F7D12,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$79.00,-$31.60,$0.00,$0.00,,,$47.40,
Delivery,7/3/21,#8404efeb,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.00,-$8.00,$0.00,$1.55,,,$13.55,
Delivery,7/3/21,#7c8088b5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,7/2/21,#F69FF,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.95,-$9.58,$0.00,$0.00,,,$14.37,
Delivery,7/2/21,#656007b9,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$12.49,$0.00,$2.11,,,$21.59,
Delivery,7/2/21,#b7f2cca1,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,7/2/21,#0c2ec1d8,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/2/21,#E0742,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,,,$10.79,
Delivery,7/2/21,#99E00,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.99,-$12.40,$0.00,$0.00,,,$18.59,
Delivery,7/2/21,#229815719993286,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.98,-$12.39,$0.00,$2.40,,,$20.99,
Delivery,7/2/21,#076615719542721,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/2/21,#5373198e,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$1.86,,,$16.25,
Delivery,7/2/21,#1c59d29e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.98,-$8.39,$0.00,$1.63,,,$14.22,
Delivery,7/2/21,#da2e3055,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$40.97,-$16.09,$0.00,$2.70,,,$27.58,
Delivery,7/2/21,#12430,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.00,-$8.00,$0.00,$0.00,,,$12.00,
Delivery,7/2/21,#90B6E,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$42.97,-$17.19,$0.00,$0.00,,,$25.78,
Delivery,7/2/21,#cb696d2e,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$44.00,-$17.60,$0.00,$3.41,,,$29.81,
Delivery,7/2/21,#c0ffbe6a,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.95,-$8.38,$0.00,$1.62,,,$14.19,
Delivery,7/2/21,#25e6c42f,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.74,-$7.89,$0.00,$1.53,,,$13.38,
Delivery,7/2/21,#f603cb5a,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/2/21,#9de598c3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,7/2/21,#0f676aa6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/2/21,#0ee85b86,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,7/2/21,#f42787e7,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.98,-$8.39,$0.00,$1.63,,,$14.22,
Delivery,7/2/21,#431115701845242,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,7/2/21,#D065F,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.98,-$9.99,$0.00,$0.00,,,$14.99,
Delivery,7/2/21,#0B5BA,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$7.20,$0.00,$0.00,,,$10.79,
Delivery,7/2/21,#500016e0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$55.80,-$17.67,-$11.63,$3.70,,,$30.20,
Delivery,7/2/21,#a7df8808,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,7/2/21,#D8A2C,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$51.96,-$20.78,$0.00,$0.00,,,$31.18,
Delivery,7/2/21,#94b13637,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/1/21,#0a16ef08,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.00,-$8.00,$0.00,$1.55,,,$13.55,
Delivery,7/1/21,#fdd356a5,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,7/1/21,#844857ec,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/1/21,#c8ed3445,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.40,$0.00,$1.63,,,$14.22,
Delivery,7/1/21,#98C94,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$52.96,-$21.18,$0.00,$0.00,,,$31.78,
Delivery,7/1/21,#8319f500,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.65,-$12.26,$0.00,$2.38,,,$20.77,
Delivery,7/1/21,#6e549d70,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,7/1/21,#8bc1cc78,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.99,-$12.89,$0.00,$2.17,,,$22.27,
Delivery,7/1/21,#BEBA6,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,,,$11.99,
Delivery,7/1/21,#71c55243,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.00,-$6.40,$0.00,$1.24,,,$10.84,
Delivery,7/1/21,#A19EA,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$10.39,$0.00,$0.00,,,$15.59,
Delivery,7/1/21,#d560afa3,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.98,-$9.19,$0.00,$1.78,,,$15.57,
Delivery,7/1/21,#eecf784d,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$46.00,-$18.10,$0.00,$3.03,,,$30.93,
Delivery,7/1/21,#3a3f9b28,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.90,-$12.46,$0.00,$2.10,,,$21.54,
Delivery,7/1/21,#06a18732,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.98,-$14.09,$0.00,$2.37,,,$24.26,
Delivery,7/1/21,#fa3cdf2f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,7/1/21,#B4A5E,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.46,-$17.78,$0.00,$0.00,,,$26.68,
Delivery,7/1/21,#04e29856,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$24.00,-$9.60,$0.00,$1.86,,,$16.26,
